id,status,category,content_type,search_intent,main_keyword,expanded_keywords,title,quality_score,duplicate_status,cannibalization_status,max_existing_similarity,nearest_existing_title,decision_reason
"112","pass","피부 증상","blog","문제해결형","피부 불편 기록","발진|반복 여부|새 제품","피부 불편 기록 반복 여부 실수 줄이는 법","97","pass","pass","29","두통약 상담 전 통증 위치와 반복 여부 정리","신규 v4 장기 예약 캠페인"
"113","pass","피부 증상","blog","FAQ형","피부 불편 기록","상처|습윤밴드|소독","피부 불편 기록 소독 상담 질문","95","pass","pass","33","청소년 여드름 약 상담 전 피부 상태 설명법","신규 v4 장기 예약 캠페인"
"114","pass","피부 증상","blog","정보형","피부 불편 기록","건조함|보습제|사용 횟수","피부 불편 기록 건조함·보습제 체크리스트","97","pass","pass","17","야외활동 전 약국에서 준비할 피부·벌레 대책","신규 v4 장기 예약 캠페인"
"115","pass","피부 증상","blog","비교형","피부 불편 기록","벌레 물림|붓기|통증","피부 불편 기록 붓기 기준과 주의점","97","pass","pass","17","야외활동 전 약국에서 준비할 피부·벌레 대책","신규 v4 장기 예약 캠페인"
"116","pass","피부 증상","blog","체크리스트형","피부 불편 기록","햇볕 노출|선크림|열감","피부 불편 기록 열감 메모 작성법","97","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"117","pass","피부 증상","blog","문제해결형","피부 불편 기록","마스크 자극|입 주변|교체 주기","피부 불편 기록 마스크 자극 비교 기준","97","pass","pass","29","공휴일 약국 이용 전 지도와 목록 비교 기준","신규 v4 장기 예약 캠페인"
"118","pass","피부 증상","blog","FAQ형","피부 불편 기록","아이 피부|나이|보호자 메모","피부 불편 기록 나이 전화 문의법","97","pass","pass","17","약국 전화 연결이 안 될 때 다음 후보 찾는 법","신규 v4 장기 예약 캠페인"
"119","pass","피부 증상","blog","정보형","피부 불편 기록","연고 사용|기간|주의 문구","피부 불편 기록 주의 문구 FAQ","97","pass","pass","17","장거리 운전 전 약국에서 확인할 졸림 주의","신규 v4 장기 예약 캠페인"
"120","pass","피부 증상","blog","비교형","피부 불편 기록","진료 신호|고름|열","피부 불편 기록 진료 신호 방문 전 점검","97","pass","pass","29","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"121","pass","소화 증상","blog","체크리스트형","속 불편 기록","속쓰림|식사 시간|반복","속 불편 기록 속쓰림 확인 순서","95","pass","pass","33","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"122","pass","소화 증상","blog","문제해결형","속 불편 기록","더부룩함|복용약|생활 습관","속 불편 기록 복용약 실수 줄이는 법","97","pass","pass","33","속 울렁거림 상담 전 먹은 음식과 복용약 기록","신규 v4 장기 예약 캠페인"
"123","pass","소화 증상","blog","FAQ형","속 불편 기록","설사|수분|동반 증상","속 불편 기록 동반 증상 상담 질문","97","pass","pass","33","아이 감기약 상담 전 증상 기록하는 법","신규 v4 장기 예약 캠페인"
"124","pass","소화 증상","blog","정보형","속 불편 기록","변비|식이섬유|복용 기간","속 불편 기록 변비·식이섬유 체크리스트","97","pass","pass","17","속 울렁거림 상담 전 먹은 음식과 복용약 기록","신규 v4 장기 예약 캠페인"
"125","pass","소화 증상","blog","비교형","속 불편 기록","복통 위치|오른쪽|왼쪽","속 불편 기록 오른쪽 기준과 주의점","97","pass","pass","17","속 울렁거림 상담 전 먹은 음식과 복용약 기록","신규 v4 장기 예약 캠페인"
"126","pass","소화 증상","blog","체크리스트형","속 불편 기록","구토|음식 기록|진료 신호","속 불편 기록 진료 신호 메모 작성법","97","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"127","pass","소화 증상","blog","문제해결형","속 불편 기록","소화제|성분명|중복 확인","속 불편 기록 소화제 비교 기준","95","pass","pass","33","소화제 상비약 고를 때 증상별로 나누는 기준","신규 v4 장기 예약 캠페인"
"128","pass","소화 증상","blog","FAQ형","속 불편 기록","위산|야식|수면","속 불편 기록 야식 전화 문의법","95","pass","pass","17","약국 전화 연결이 안 될 때 다음 후보 찾는 법","신규 v4 장기 예약 캠페인"
"129","pass","소화 증상","blog","정보형","속 불편 기록","여행 중|물갈이|상비약","속 불편 기록 상비약 FAQ","95","pass","pass","20","해외여행 전 약국에서 준비할 상비약 기준","신규 v4 장기 예약 캠페인"
"130","pass","소화 증상","blog","비교형","속 불편 기록","아이 복통|나이|체온","속 불편 기록 아이 복통 방문 전 점검","97","pass","pass","33","아이 열이 날 때 밤 약국 방문 전 확인할 정보","신규 v4 장기 예약 캠페인"
"131","pass","감기 증상","blog","체크리스트형","감기 증상 메모","열|기침|증상 기간","감기 증상 메모 열 확인 순서","95","pass","pass","33","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"132","pass","감기 증상","blog","문제해결형","감기 증상 메모","콧물|졸림|운전","감기 증상 메모 졸림 실수 줄이는 법","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"133","pass","감기 증상","blog","FAQ형","감기 증상 메모","목 통증|건조|가래","감기 증상 메모 가래 상담 질문","95","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"134","pass","감기 증상","blog","정보형","감기 증상 메모","몸살|복용약|휴식","감기 증상 메모 몸살·복용약 체크리스트","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"135","pass","감기 증상","blog","비교형","감기 증상 메모","아이 감기|체온|해열제","감기 증상 메모 체온 기준과 주의점","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"136","pass","감기 증상","blog","체크리스트형","감기 증상 메모","고령자 감기|기저질환|진료 신호","감기 증상 메모 진료 신호 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"137","pass","감기 증상","blog","문제해결형","감기 증상 메모","임신 수유|민감 정보|상담 질문","감기 증상 메모 임신 수유 비교 기준","97","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"138","pass","감기 증상","blog","FAQ형","감기 증상 메모","감기약|성분명|중복 확인","감기 증상 메모 성분명 전화 문의법","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"139","pass","감기 증상","blog","정보형","감기 증상 메모","밤 기침|수면|전화 문의","감기 증상 메모 전화 문의 FAQ","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"140","pass","감기 증상","blog","비교형","감기 증상 메모","독감 의심|고열|병원 기준","감기 증상 메모 독감 의심 방문 전 점검","97","pass","pass","43","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"141","pass","호흡기·감각 증상","blog","체크리스트형","눈코목 증상 메모","눈 가려움|렌즈|분비물","눈코목 증상 메모 눈 가려움 확인 순서","97","pass","pass","33","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"142","pass","호흡기·감각 증상","blog","문제해결형","눈코목 증상 메모","코막힘|콧물|졸림","눈코목 증상 메모 콧물 실수 줄이는 법","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"143","pass","호흡기·감각 증상","blog","FAQ형","눈코목 증상 메모","목 따가움|건조|기침","눈코목 증상 메모 기침 상담 질문","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"144","pass","호흡기·감각 증상","blog","정보형","눈코목 증상 메모","미세먼지|마스크|세척","눈코목 증상 메모 미세먼지·마스크 체크리스트","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"145","pass","호흡기·감각 증상","blog","비교형","눈코목 증상 메모","알레르기|꽃가루|반복","눈코목 증상 메모 꽃가루 기준과 주의점","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"146","pass","호흡기·감각 증상","blog","체크리스트형","눈코목 증상 메모","겨울 건조|보습|실내 습도","눈코목 증상 메모 실내 습도 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"147","pass","호흡기·감각 증상","blog","문제해결형","눈코목 증상 메모","아이 증상|나이|보호자 메모","눈코목 증상 메모 아이 증상 비교 기준","97","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"148","pass","호흡기·감각 증상","blog","FAQ형","눈코목 증상 메모","운전 일정|졸림 문구|복용 시간","눈코목 증상 메모 졸림 문구 전화 문의법","97","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"149","pass","호흡기·감각 증상","blog","정보형","눈코목 증상 메모","증상 순서|발생 시간|사진","눈코목 증상 메모 사진 FAQ","95","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"150","pass","호흡기·감각 증상","blog","비교형","눈코목 증상 메모","진료 신호|통증|시야 변화","눈코목 증상 메모 진료 신호 방문 전 점검","97","pass","pass","43","휴가철 약국 방문 전 챙길 증상 메모","신규 v4 장기 예약 캠페인"
"151","pass","계절성 건강","blog","체크리스트형","계절 건강 약국 준비","폭염|수분 보충|외출","계절 건강 약국 준비 폭염 확인 순서","97","pass","pass","43","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"152","pass","계절성 건강","blog","문제해결형","계절 건강 약국 준비","장마|습기|상처 관리","계절 건강 약국 준비 습기 실수 줄이는 법","97","pass","pass","29","퇴근 후 약국 이용 시 시간 손실 줄이는 순서","신규 v4 장기 예약 캠페인"
"153","pass","계절성 건강","blog","FAQ형","계절 건강 약국 준비","한파|혈압약|출근","계절 건강 약국 준비 출근 상담 질문","97","pass","pass","43","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"154","pass","계절성 건강","blog","정보형","계절 건강 약국 준비","미세먼지|눈 코|마스크","계절 건강 약국 준비 미세먼지·눈 코 체크리스트","97","pass","pass","33","미세먼지 나쁜 날 약국 방문 전 눈·코 증상 정리","신규 v4 장기 예약 캠페인"
"155","pass","계절성 건강","blog","비교형","계절 건강 약국 준비","꽃가루|비염|졸림","계절 건강 약국 준비 비염 기준과 주의점","97","pass","pass","29","환절기 약국 준비물, 감기·비염 구분 기준","신규 v4 장기 예약 캠페인"
"156","pass","계절성 건강","blog","체크리스트형","계절 건강 약국 준비","큰 일교차|감기|알레르기","계절 건강 약국 준비 알레르기 메모 작성법","91","pass","pass","57","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"157","pass","계절성 건강","blog","문제해결형","계절 건강 약국 준비","자외선|피부|선크림","계절 건강 약국 준비 자외선 비교 기준","97","pass","pass","43","공휴일 약국 이용 전 지도와 목록 비교 기준","신규 v4 장기 예약 캠페인"
"158","pass","계절성 건강","blog","FAQ형","계절 건강 약국 준비","건조주의보|목 코|보습","계절 건강 약국 준비 목 코 전화 문의법","97","pass","pass","33","약국 전화 연결이 안 될 때 다음 후보 찾는 법","신규 v4 장기 예약 캠페인"
"159","pass","계절성 건강","blog","정보형","계절 건강 약국 준비","태풍|상비약|처방약","계절 건강 약국 준비 처방약 FAQ","97","pass","pass","29","건강 정보 글을 읽은 뒤 약국 상담으로 이어가는 법","신규 v4 장기 예약 캠페인"
"160","pass","계절성 건강","blog","비교형","계절 건강 약국 준비","휴가철|여행 약|보관","계절 건강 약국 준비 휴가철 방문 전 점검","97","pass","pass","43","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"161","pass","지역 약국 이용","blog","체크리스트형","지역 이동 약국 찾기","서울 환승|역 주변|전화 확인","지역 이동 약국 찾기 서울 환승 확인 순서","97","pass","pass","50","대체공휴일 약국 찾기 전 운영시간 확인 순서","신규 v4 장기 예약 캠페인"
"162","pass","지역 약국 이용","blog","문제해결형","지역 이동 약국 찾기","경기 외곽|이동 시간|대체 후보","지역 이동 약국 찾기 이동 시간 실수 줄이는 법","97","pass","pass","43","퇴근 후 약국 이용 시 시간 손실 줄이는 순서","신규 v4 장기 예약 캠페인"
"163","pass","지역 약국 이용","blog","FAQ형","지역 이동 약국 찾기","인천 공항|출국 전|상비약","지역 이동 약국 찾기 상비약 상담 질문","97","pass","pass","43","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"164","pass","지역 약국 이용","blog","정보형","지역 이동 약국 찾기","부산 해운대|관광 동선|영업시간","지역 이동 약국 찾기 부산 해운대·관광 동선 체크리스트","97","pass","pass","33","심야 약국 찾기 체크리스트: 헛걸음 방지 | 약국오늘","신규 v4 장기 예약 캠페인"
"165","pass","지역 약국 이용","blog","비교형","지역 이동 약국 찾기","대구 도심|주소 확인|주차","지역 이동 약국 찾기 주소 확인 기준과 주의점","97","pass","pass","38","대체공휴일 약국 찾기 전 운영시간 확인 순서","신규 v4 장기 예약 캠페인"
"166","pass","지역 약국 이용","blog","체크리스트형","지역 이동 약국 찾기","광주 주말|대중교통|마감","지역 이동 약국 찾기 마감 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"167","pass","지역 약국 이용","blog","문제해결형","지역 이동 약국 찾기","대전 연구단지|퇴근 후|재고","지역 이동 약국 찾기 대전 연구단지 비교 기준","97","pass","pass","50","대전 연구단지 주변 약국 방문 전 재고 문의 기준","신규 v4 장기 예약 캠페인"
"168","pass","지역 약국 이용","blog","FAQ형","지역 이동 약국 찾기","울산 산업단지|근무표|야간","지역 이동 약국 찾기 근무표 전화 문의법","97","pass","pass","29","심야 약국 찾기 체크리스트: 헛걸음 방지 | 약국오늘","신규 v4 장기 예약 캠페인"
"169","pass","지역 약국 이용","blog","정보형","지역 이동 약국 찾기","제주 여행|숙소 기준|전화번호","지역 이동 약국 찾기 전화번호 FAQ","97","pass","pass","33","내 주변 약국 찾기 전 확인할 영업시간 기준","신규 v4 장기 예약 캠페인"
"170","pass","지역 약국 이용","blog","비교형","지역 이동 약국 찾기","세종 행정동|동 이름|검색어","지역 이동 약국 찾기 세종 행정동 방문 전 점검","97","pass","pass","38","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"171","pass","여행 약국 준비","blog","체크리스트형","휴가 여행 약국 준비","상비약|숙소 위치|전화번호","휴가 여행 약국 준비 상비약 확인 순서","97","pass","pass","43","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"172","pass","여행 약국 준비","blog","문제해결형","휴가 여행 약국 준비","아이 동반|체온계|해열제","휴가 여행 약국 준비 체온계 실수 줄이는 법","97","pass","pass","29","퇴근 후 약국 이용 시 시간 손실 줄이는 순서","신규 v4 장기 예약 캠페인"
"173","pass","여행 약국 준비","blog","FAQ형","휴가 여행 약국 준비","부모님 동행|처방약|복용 목록","휴가 여행 약국 준비 복용 목록 상담 질문","97","pass","pass","50","약국 상담 질문 순서: 급한 증상부터 복용 주의까지","신규 v4 장기 예약 캠페인"
"174","pass","여행 약국 준비","blog","정보형","휴가 여행 약국 준비","해외여행|영문명|처방전","휴가 여행 약국 준비 해외여행·영문명 체크리스트","97","pass","pass","29","심야 약국 찾기 체크리스트: 헛걸음 방지 | 약국오늘","신규 v4 장기 예약 캠페인"
"175","pass","여행 약국 준비","blog","비교형","휴가 여행 약국 준비","장거리 운전|졸림|복용 시간","휴가 여행 약국 준비 졸림 기준과 주의점","97","pass","pass","29","여행 중 약국 찾기 전 숙소 주변 확인법","신규 v4 장기 예약 캠페인"
"176","pass","여행 약국 준비","blog","체크리스트형","휴가 여행 약국 준비","물갈이|소화제|수분","휴가 여행 약국 준비 수분 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"177","pass","여행 약국 준비","blog","문제해결형","휴가 여행 약국 준비","벌레 물림|상처 용품|보관","휴가 여행 약국 준비 벌레 물림 비교 기준","97","pass","pass","38","공휴일 약국 이용 전 지도와 목록 비교 기준","신규 v4 장기 예약 캠페인"
"178","pass","여행 약국 준비","blog","FAQ형","휴가 여행 약국 준비","해변 여행|자외선|피부","휴가 여행 약국 준비 자외선 전화 문의법","97","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","신규 v4 장기 예약 캠페인"
"179","pass","여행 약국 준비","blog","정보형","휴가 여행 약국 준비","산행|근육통|파스","휴가 여행 약국 준비 파스 FAQ","97","pass","pass","33","여행 중 약국 찾기 전 숙소 주변 확인법","신규 v4 장기 예약 캠페인"
"180","pass","여행 약국 준비","blog","비교형","휴가 여행 약국 준비","귀가 후|남은 약|정리","휴가 여행 약국 준비 귀가 후 방문 전 점검","97","pass","pass","43","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"181","pass","건강기능식품 상담","blog","체크리스트형","영양제 약국 상담","중복 성분|복용약|제품 라벨","영양제 약국 상담 중복 성분 확인 순서","91","pass","pass","57","영양제 여러 개 먹기 전 중복 성분 찾는 순서","신규 v4 장기 예약 캠페인"
"182","pass","건강기능식품 상담","blog","문제해결형","영양제 약국 상담","비타민D|햇빛|복용 시간","영양제 약국 상담 햇빛 실수 줄이는 법","97","pass","pass","33","회사 비상약함 운영 전 약국 상담 포인트","신규 v4 장기 예약 캠페인"
"183","pass","건강기능식품 상담","blog","FAQ형","영양제 약국 상담","오메가3|혈액응고|수술 예정","영양제 약국 상담 수술 예정 상담 질문","97","pass","pass","50","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"184","pass","건강기능식품 상담","blog","정보형","영양제 약국 상담","유산균|제품 변경|기록 기간","영양제 약국 상담 유산균·제품 변경 체크리스트","97","pass","pass","29","심야 약국 찾기 체크리스트: 헛걸음 방지 | 약국오늘","신규 v4 장기 예약 캠페인"
"185","pass","건강기능식품 상담","blog","비교형","영양제 약국 상담","마그네슘|설사|용량","영양제 약국 상담 설사 기준과 주의점","97","pass","pass","38","마그네슘 영양제 상담 전 설사 여부를 말해야 하는 이유","신규 v4 장기 예약 캠페인"
"186","pass","건강기능식품 상담","blog","체크리스트형","영양제 약국 상담","종합비타민|단일 성분|목적","영양제 약국 상담 목적 메모 작성법","91","pass","pass","57","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"187","pass","건강기능식품 상담","blog","문제해결형","영양제 약국 상담","철분|식사|변비","영양제 약국 상담 철분 비교 기준","97","pass","pass","50","근육통 약국 상담 전 파스와 먹는 약 비교","신규 v4 장기 예약 캠페인"
"188","pass","건강기능식품 상담","blog","FAQ형","영양제 약국 상담","칼슘|비타민D|복용 간격","영양제 약국 상담 비타민D 전화 문의법","97","pass","pass","33","약국 전화 연결이 안 될 때 다음 후보 찾는 법","신규 v4 장기 예약 캠페인"
"189","pass","건강기능식품 상담","blog","정보형","영양제 약국 상담","수면 제품|졸림|운전","영양제 약국 상담 운전 FAQ","95","pass","pass","33","회사 비상약함 운영 전 약국 상담 포인트","신규 v4 장기 예약 캠페인"
"190","pass","건강기능식품 상담","blog","비교형","영양제 약국 상담","부모님 선물|처방약|질환","영양제 약국 상담 부모님 선물 방문 전 점검","97","pass","pass","43","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"191","pass","약국 정보 신뢰","blog","체크리스트형","약국 정보 확인법","영업시간|공휴일 예외|전화 확인","약국 정보 확인법 영업시간 확인 순서","91","pass","pass","67","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"192","pass","약국 정보 신뢰","blog","문제해결형","약국 정보 확인법","주소|건물명|입구","약국 정보 확인법 건물명 실수 줄이는 법","97","pass","pass","33","여행 중 약국 찾기 전 숙소 주변 확인법","신규 v4 장기 예약 캠페인"
"193","pass","약국 정보 신뢰","blog","FAQ형","약국 정보 확인법","전화번호|변경 가능성|정정 요청","약국 정보 확인법 정정 요청 상담 질문","97","pass","pass","43","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"194","pass","약국 정보 신뢰","blog","정보형","약국 정보 확인법","재고 정보|제품명|대체 선택","약국 정보 확인법 재고 정보·제품명 체크리스트","97","pass","pass","33","약국 재고 확인 전화에서 꼭 물어볼 표현","신규 v4 장기 예약 캠페인"
"195","pass","약국 정보 신뢰","blog","비교형","약국 정보 확인법","공공데이터|업데이트 시점|현장 차이","약국 정보 확인법 업데이트 시점 기준과 주의점","97","pass","pass","29","새벽 약국 문의 전 준비할 증상·복용 정보","신규 v4 장기 예약 캠페인"
"196","pass","약국 정보 신뢰","blog","체크리스트형","약국 정보 확인법","광고 구분|정보 출처|우선순위","약국 정보 확인법 우선순위 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"197","pass","약국 정보 신뢰","blog","문제해결형","약국 정보 확인법","지도앱|약국오늘|비교 기준","약국 정보 확인법 지도앱 비교 기준","97","pass","pass","43","공휴일 약국 이용 전 지도와 목록 비교 기준","신규 v4 장기 예약 캠페인"
"198","pass","약국 정보 신뢰","blog","FAQ형","약국 정보 확인법","목록 페이지|상세 페이지|문의 버튼","약국 정보 확인법 상세 페이지 전화 문의법","97","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","신규 v4 장기 예약 캠페인"
"199","pass","약국 정보 신뢰","blog","정보형","약국 정보 확인법","오류 제보|확인 시각|운영자 검토","약국 정보 확인법 운영자 검토 FAQ","97","pass","pass","33","여행 중 약국 찾기 전 숙소 주변 확인법","신규 v4 장기 예약 캠페인"
"200","pass","약국 정보 신뢰","blog","비교형","약국 정보 확인법","의료 정보|일반 정보|상담 경계","약국 정보 확인법 의료 정보 방문 전 점검","97","pass","pass","50","아이 열이 날 때 밤 약국 방문 전 확인할 정보","신규 v4 장기 예약 캠페인"
